mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,audio_type
-227.39786,96.641594,-72.67213,97.19501,-19.225245,10.346063,-12.361478,6.3392158,-13.225805,8.988213,-3.5866194,-10.679747,5.434555,-8.545202,8.963052,-6.682072,4.8910995,-3.657079,7.160606,-2.6057649,real
-290.89212,101.558586,-17.347956,24.101635,-28.699211,-3.8563755,-22.995922,-3.9774346,-19.411097,-14.167287,-17.681517,-5.6501107,-5.0798283,-8.034913,2.287899,-18.057087,-0.13163224,-5.8370967,2.0103831,-8.157328,real
-166.68716,130.26955,-21.0683,57.8929,-27.659895,26.877745,-26.506222,-1.8728462,-17.52655,1.9021423,0.042793248,-2.3566363,10.451356,-12.024926,12.203572,-3.5458357,-5.42393,-6.737393,5.5522666,-6.231637,real
-269.7864,101.00193,-19.779257,33.578377,-42.48719,-14.42554,-16.723467,3.2277231,-31.84449,-16.703743,-16.14297,-12.285831,-1.2622144,-10.369275,-3.707302,-17.195326,1.1228875,-15.927985,-7.5496187,-4.7384434,real
-291.13165,101.092674,4.4095454,24.325209,-38.7285,-16.180082,-12.328015,-18.372356,-26.299335,1.0809191,-15.568278,-17.690535,-7.5696535,-7.534192,-5.4992204,-14.298238,-3.7842035,-13.068476,-3.1722176,-12.791486,real
-236.84575,114.62676,-39.888412,33.448948,-36.50474,-20.82297,-24.938543,-15.82512,-32.75669,-2.3691165,-15.580289,-9.417483,-12.232046,-8.997039,-1.2800151,-21.811117,4.828393,-12.783875,-0.5377638,-13.961889,real
-291.49002,87.843834,-9.710618,43.11387,-25.568165,-8.854462,-31.499424,-21.167002,-20.016726,-6.393404,-20.336086,-8.789331,-9.999505,-8.655365,-2.9166627,-21.10034,-2.8204827,-13.454156,1.5473245,-6.4790945,real
-190.21483,170.62753,-21.615854,31.053598,-4.466595,17.908503,-12.295433,6.2805843,-2.574037,4.455262,6.389083,-0.92530596,-4.965627,-10.659639,9.184119,-6.200606,2.9000435,-1.3743347,-2.4101639,-2.6498022,real
-145.98451,121.74271,-51.90423,78.5012,-10.563191,16.713861,-26.834288,18.565432,-8.250057,6.214411,-0.11031874,-1.4868882,3.4809089,-4.9338584,15.660486,-11.675004,10.59644,-6.4575896,3.1240199,-4.838211,real
-227.35217,143.3523,-45.07707,11.647257,-33.39492,-12.135903,-18.538422,-26.409573,-26.196564,2.5643642,-12.439277,-18.000809,-4.3032103,-1.073243,-8.624638,-13.677829,-1.0622349,-16.472305,0.37932947,-11.672959,real
-210.17308,191.75528,7.701839,18.095776,-21.541151,-15.06433,2.758449,-4.5712667,-14.872532,8.168935,-3.4477158,-9.124786,9.283914,-2.1435616,-3.197642,-4.7807546,-3.4668162,-3.2700536,-1.1150206,0.0067983745,real
-181.96405,139.41412,-48.214447,63.43312,13.602599,1.1454369,-13.203935,6.1624203,-14.394052,6.275349,-6.8780875,-11.566833,1.6825721,-13.125863,7.048457,-3.8447912,-3.1522923,-5.996643,4.2646723,-2.6882067,real
-205.30008,127.630745,-49.9909,15.312121,-36.101833,-21.094362,-35.030567,-7.2035656,-10.248487,-15.623762,-18.231405,-0.62561166,-13.600624,-7.597332,-0.8401173,-27.87633,0.88594484,-14.584082,-4.0544443,-7.0211644,real
-199.4245,175.24313,-25.996685,62.354496,-5.587776,1.6062995,-12.856001,-11.224624,-0.031996693,1.3409896,9.585599,-8.314405,8.212545,-11.699101,-0.16531183,7.224486,-13.268097,6.2677164,-5.2253013,-2.8905172,real
-207.39154,126.106735,-55.471714,42.672943,-33.851345,-3.7805057,-24.882627,-12.27331,-39.62704,-6.4596314,-15.903434,-6.03115,2.4596817,-27.891436,9.217473,-12.189786,-2.24303,-10.812124,-1.1675757,-7.162498,real
-232.15216,119.65056,-30.133818,33.01159,-40.46069,-5.0989857,-27.589516,-5.6059823,-29.339937,-4.706153,-10.270192,-16.571383,-11.7131,-7.9716573,0.5536599,-20.394842,4.512526,-12.1742935,0.92423105,-6.808259,real
-270.21176,98.949554,-18.721292,78.14659,-22.909628,-25.274895,-40.64426,-3.198574,-21.67583,-18.363062,-20.515884,-5.5415397,-9.133466,-14.367919,0.71461016,-20.59224,2.0367439,-13.869894,1.1566488,-1.3019427,real
-240.19011,81.983505,-53.44329,71.80332,-33.20648,24.227724,-19.333075,-2.5678215,6.1734514,-10.23944,9.1079855,-10.952512,8.717905,-7.628318,9.475168,1.6526836,-5.6063128,5.756512,-3.7863648,1.4833236,real
-180.97905,123.24018,-29.291925,44.677616,-16.554054,9.331502,-42.661335,-6.8968563,-19.645182,-15.952972,-11.826984,-10.894788,0.4324124,-14.35576,9.423721,-12.966922,-0.3562494,2.5750015,-7.56165,-4.6748466,real
-210.63844,121.40111,-26.963324,33.3114,-26.821878,-14.769263,-27.898216,-17.264526,-30.466558,-2.0991027,-19.312288,-8.31171,-7.539701,-14.149397,0.03599658,-23.194218,2.2513216,-11.729834,-1.19422,-2.9409225,real
-191.32947,121.10292,-14.8027525,76.37225,-5.0690804,33.054935,-22.43781,-7.0173583,-15.295597,4.0465093,0.1240947,-14.338579,6.91372,-6.660174,15.670645,-13.158975,-6.864472,-0.9162248,-2.6180928,-7.343491,real
-247.25671,97.99876,-19.503054,49.048912,-47.60235,-2.34561,-32.82209,-30.406797,-30.49046,-0.6545251,-9.531734,-13.98885,-14.445917,-2.1548743,-2.16053,-23.313484,7.642426,-18.284521,1.3363125,-10.541677,real
-232.51042,124.04447,-20.52322,27.430162,-28.217575,4.315174,-26.24648,-27.007544,-25.69558,-0.7486076,-8.733691,-16.143435,-2.4347472,-1.1535342,-5.714238,-22.629717,0.11550991,-5.3554773,-4.9448056,-10.595115,real
-301.6789,116.23844,-50.543125,49.739628,-18.706293,0.98810893,-4.7447357,-17.180296,0.61539716,-13.710751,-5.5455103,-7.852389,-2.9845605,-2.327978,-7.1383767,-4.5376506,-2.209542,-3.7293575,-7.162702,-6.215805,real
-165.94576,174.01883,-59.60236,22.2521,-7.6099467,-27.29188,-28.343996,-3.8301241,-30.781733,-7.8066373,-1.2920823,-5.2726784,-0.277541,-15.307716,2.7020724,-8.230944,-7.3871546,-7.510747,-2.9022028,-4.1138253,real
-243.40692,126.726425,2.2030616,53.092228,-5.641786,21.917667,-5.6542716,6.859511,-8.922808,3.1219513,3.6763313,-4.519855,4.1471663,-11.470723,8.890857,-5.78583,-0.73891056,-2.3064902,-1.2586737,0.6434526,real
-318.33737,95.807304,-27.707384,24.493204,-32.137936,-17.78505,-24.68975,-15.448834,-18.679228,-4.071967,-16.500248,-15.693202,-3.8978443,-2.363509,-1.5536693,-8.99612,-1.0119905,-11.199369,0.64637625,-12.111057,real
-287.80814,141.52809,10.442263,50.08565,-10.460777,25.268661,10.287737,1.1848007,7.430648,-3.8787098,11.687679,-2.076227,5.98482,2.2611823,-1.6966571,4.8527355,-1.7222376,3.7114735,2.244663,3.004688,real
-303.6394,112.27923,-43.08265,43.583374,-27.878622,-10.610509,-28.642202,-15.432278,-20.529285,-4.749594,-11.76884,-15.558511,-9.24131,-1.6850611,-3.649706,-20.292967,-4.7233725,-12.780932,-2.4422865,-15.749791,real
-222.22443,131.07706,-37.55765,31.829508,-34.53186,-12.417416,-27.49372,-12.494569,-30.635193,-17.250225,-12.253418,-11.341122,-11.483001,-6.61815,2.5515447,-19.070528,-1.9581997,-10.749121,-0.14566849,-10.8806305,real
-145.68295,133.8983,-35.41716,65.81236,-24.755817,19.76913,-10.583582,-0.48340818,-10.818041,-0.32315195,0.23102057,-2.7028766,4.7587705,-15.9426,12.413382,-4.6525636,-0.04677077,5.6697474,-3.768094,-8.061099,real
-269.73962,106.994514,-38.050568,26.559647,-30.915365,-10.07384,-22.221289,-14.941583,-10.188106,-3.171304,-18.063227,-7.2717957,-10.024988,-5.7939324,-0.5819025,-21.787844,-3.619791,-9.124026,-1.7526207,-6.680789,real
-188.94737,126.75576,-39.20485,40.92414,-38.19821,11.72954,-18.890408,-10.288676,-10.160465,1.1730839,-3.3532,-15.591745,5.719279,-15.312717,-5.836067,-15.400391,-9.240372,-6.470391,-6.948548,-4.9895782,real
-200.5594,116.28253,-24.738436,62.796616,-16.825005,4.8584538,-7.5414906,-11.396631,-9.45812,-10.821519,-9.816232,-5.038973,-5.4242654,-9.255206,3.2110476,-15.775408,-3.1293151,-6.8099914,-14.795649,-8.0500555,real
-189.88573,150.50056,-46.735676,22.144289,-14.599538,6.248568,-29.651552,5.257865,-23.74613,5.055599,4.3961945,-21.818295,11.16589,-9.948447,1.055157,-2.6920385,-8.874688,-0.4506219,3.3146815,-5.68221,real
-270.47614,119.43107,-25.65275,73.827415,-27.394262,17.55761,-6.363549,-1.3634741,1.8264384,-11.502832,7.9900155,-9.092497,8.459012,-5.2658577,8.343547,7.3594513,-3.8022223,8.213447,-3.6053078,-0.8664392,real
-197.86362,167.29503,-58.180332,26.110703,-4.64974,-7.9318132,-24.953089,-16.143978,-20.18252,9.298847,-9.128467,-17.127586,2.1263487,-17.74043,-5.0551457,-5.1153026,4.2981534,-9.948487,-10.1764965,-2.542173,real
-194.29167,137.57399,-33.18277,77.57047,-21.37106,28.667387,-7.245238,-1.6136668,2.3087804,-22.879164,16.859383,-7.9660463,-0.27713737,1.841283,4.9476843,0.676746,-2.5848227,7.584931,-1.7828295,7.332463,real
-223.84413,134.7384,-34.041294,25.667902,-29.62894,-14.924015,-22.918251,-15.848395,-33.035263,2.5537956,-13.813623,-11.531336,-9.613276,-7.685425,1.0245748,-23.947294,-0.1929385,-12.287827,-3.0895007,-10.674569,real
-239.26953,76.23056,-9.666762,73.11315,-37.93658,-9.586222,-45.07771,-13.0575075,-20.43082,-5.0183296,-20.303068,-11.51901,-9.499984,-13.164404,-0.16048868,-26.466946,1.9500874,-13.632898,-1.8190721,-9.481025,real
-170.89381,148.51042,-8.18977,57.857555,-5.902735,21.364456,-22.964891,9.514324,-26.383532,10.642245,-9.477686,-13.5549135,4.2153234,-17.4156,9.324587,-13.446215,-0.50226206,-6.194061,1.6570729,-9.902947,real
-243.44179,122.38371,-17.55632,32.743664,-38.00114,-32.177315,-16.40779,-11.957685,-18.611057,-7.4147873,-10.33963,-9.140679,-15.220551,-7.466399,-6.358783,-13.924471,-3.7175205,-13.536323,1.765185,-15.431209,real
-236.25533,107.50031,-61.781956,80.87729,-25.711897,8.38537,0.32015687,-8.195069,7.7398787,-7.006565,5.7559056,-5.6309915,3.438178,-6.975845,5.0744915,7.899777,-2.8191407,0.9496419,-2.1607568,9.065853,real
-266.70547,81.60875,-23.81325,29.142822,-45.400917,0.7877337,-29.344173,-3.6247973,-14.323749,-0.8290297,-16.669594,-13.650599,-9.125799,-7.2648163,1.5004284,-18.628199,3.3482635,-17.328772,-4.4515166,-10.667056,real
-214.47198,90.601036,-11.780073,81.11394,-22.221895,7.854664,-8.559099,2.584486,-12.989862,-10.852373,-6.75482,-11.622372,2.3926983,-10.39586,1.5291872,-13.358738,-2.4886298,-7.1910686,-11.014747,-3.15044,real
-225.07657,172.54646,-43.827374,34.02933,-15.88106,-5.557967,-4.207535,-22.956217,-14.835044,0.86975545,3.225918,-5.737567,10.879376,-6.696395,-1.4608743,5.6050797,-9.664306,-7.8469205,-10.544796,-4.0236573,real
-247.69254,97.28133,-29.306456,38.827744,-38.473522,-4.75479,-31.389791,-15.970007,-29.20655,-0.13686568,-10.692931,-20.260351,-9.34808,-1.8403931,-4.1131473,-24.524815,-2.3719041,-16.757242,1.3034786,-9.258495,real
-230.8752,104.05857,-18.71501,48.335506,-41.082264,-16.59737,-34.38558,-13.434092,-15.067809,-2.9873443,-19.528059,-13.191309,-8.658207,-3.612936,-0.5694886,-25.124685,-2.3131537,-12.828174,-0.82249874,-9.490222,real
-294.88324,122.2095,-18.106936,33.36114,-4.0915523,20.247154,10.086945,2.4935153,11.982544,3.9097047,6.1067934,1.7041425,14.284373,-2.4961457,-2.2972949,8.072879,-0.9988573,6.428989,-3.129247,-0.5121077,real
-208.50848,132.90373,-9.813409,66.43851,-5.927389,14.758953,-16.29648,9.051304,-23.25558,-14.217106,3.9413815,-17.317839,-0.40395942,-10.944575,3.7414827,-12.379386,-6.779802,-6.28653,-7.198893,-2.313085,real
-260.7982,111.23625,-18.66348,47.68773,-18.90897,0.745628,-0.47293565,4.1150794,-13.66438,-2.460565,-14.754483,-8.674148,-3.9728622,-8.852202,1.9588541,-10.615533,-1.4880065,-5.5188966,0.79524934,-10.506667,real
-242.29927,99.41211,-10.651278,15.573653,-44.822945,3.3488398,-36.372272,-13.380025,-23.97372,-2.9539115,-21.874474,-15.005949,-8.00372,-14.183629,2.6760151,-16.752945,-3.344153,-15.611777,4.074936,-6.490638,real
-215.74496,112.017654,-11.892266,40.60596,-36.34131,-4.295187,-25.882236,-22.136879,-16.437656,3.3717637,-19.179457,-6.340381,-6.699945,-9.019081,-3.0932336,-22.112598,-1.5398088,-13.00503,-2.5948374,-15.0660515,real
-221.78505,168.32504,-54.932915,18.801907,-23.472128,0.05019951,-34.327335,-11.006956,-27.706467,-4.1421423,-3.6621785,-10.740932,0.35036466,-10.551872,2.9537003,-7.084179,2.0369897,-11.212322,-1.6084361,-5.7323256,real
-268.48392,96.0268,1.9620563,54.65891,-4.571614,13.21808,-13.135305,5.9566903,-6.112775,-5.8091865,-7.307702,-12.067505,1.3152097,-9.193507,0.87860125,-13.71521,-3.8814495,-6.259837,-13.11394,-7.7702127,real
-277.2586,89.601395,-22.12384,24.413597,-37.401245,-15.250007,-19.679707,-14.768352,-26.129858,-5.5209093,-15.352044,-4.4490547,-6.3737416,-7.4633017,0.881891,-20.840706,-2.0742242,-13.223802,-2.1973898,-6.7348547,real
-242.55687,109.02839,-12.43382,20.050777,-47.351242,-7.301496,-18.633017,-10.057757,-23.307337,-4.3921213,-16.761345,-9.867308,-8.390131,-9.530377,-2.0301967,-23.787558,4.0245495,-8.265238,-4.9894505,-15.237814,real
-208.3284,86.40095,-54.803627,78.903076,-12.164982,22.337072,-27.228783,25.793463,-15.864288,-1.6741121,-2.6180317,-4.260792,-2.263515,-12.842731,14.992252,-14.178039,7.967918,-8.878871,1.311716,-3.3406246,real
-242.79167,92.30727,-24.883837,40.169666,-30.42795,-19.726645,-29.996534,-3.3911195,-17.555557,-19.562761,-23.889957,-7.685678,-7.476542,-9.250732,2.2316988,-17.82843,0.60036457,-11.7683,-9.251169,-9.754736,real
-187.72379,135.16205,-19.282917,59.385742,-15.229673,19.675396,-23.545578,19.735977,-13.17495,0.39061654,2.2452543,-16.959764,8.862829,-7.400864,10.389428,-8.839829,2.640423,4.4333553,0.0056784716,-0.23519962,real
-168.7578,118.34183,5.098025,46.59661,-4.995226,29.656073,-0.5166746,16.603376,-0.5285551,7.287958,1.8861089,-6.688875,6.5130515,-2.6940296,7.7863994,-1.9982393,5.8455815,-3.7254715,4.0144916,2.836433,real
-278.7874,99.28158,-21.876442,31.417242,-34.8052,1.2649268,-27.95989,-20.126883,-24.392073,0.8819208,-10.859321,-20.822973,-3.0131814,-1.423468,-10.865664,-19.073524,0.5150816,-17.579222,-3.1001878,-13.338263,real
-260.4257,96.00079,-10.167432,44.46075,-35.996067,-8.562231,-31.742275,-21.076721,-20.842703,-7.077006,-10.293784,-10.830364,-10.154587,-4.540675,-6.07081,-21.204227,0.44300127,-11.717401,-3.0507603,-8.409713,real
-261.89175,117.095184,-40.445423,14.6247225,-34.984753,-17.721743,-24.644354,-12.776781,-21.778639,1.2469488,-15.208249,-13.051716,-5.5872126,-4.8018594,-7.6595964,-20.134195,-0.66794497,-17.516594,-2.2220821,-13.102161,real
-249.83865,104.624596,-28.91658,44.319378,-39.347256,-10.261069,-29.216022,-2.1369696,-32.592556,-4.4409223,-4.8821473,-13.628828,-1.2539409,-7.908511,-0.7789765,-18.194141,0.049587544,-10.191477,-0.27072206,-12.617038,real
-271.61572,134.1542,-43.07303,21.511774,-33.22553,8.349158,0.53250265,5.8839464,-26.414454,-2.1132448,-13.8426895,-1.4627538,-2.138738,-5.4188623,7.9165325,-24.473042,13.67783,-0.72483915,-2.693334,-1.7508086,real
-260.23798,118.04114,-84.53782,56.470463,7.7414055,-13.8172245,-29.188984,-8.767065,-3.3237848,-16.12445,-6.557333,-10.611887,-1.7999979,-2.369854,3.239264,-4.0847673,-2.152077,2.5573673,-2.155705,1.417193,real
-246.49416,154.6358,-34.638813,46.573845,-18.30351,2.1044242,-19.456684,-11.455545,-13.828974,-7.844413,-6.5363593,-4.352716,-3.0099556,-9.5619135,3.411378,-11.485191,-6.879524,-12.51768,-3.3949575,-8.124164,real
-237.88838,111.3871,-14.271872,57.23615,4.9119325,-8.87494,-14.862665,3.3886325,-22.939148,0.618467,-2.5433028,-9.948795,4.299619,-6.5698967,8.985125,1.0944939,1.1611867,-5.3272653,-1.512887,-2.6057851,real
-271.3804,126.371,21.35402,44.665546,-0.497314,24.13239,-4.418075,9.482378,-1.7917001,0.7885929,5.926789,-4.497118,2.5438838,-3.4135034,9.395451,-3.1251235,-0.77567255,-1.3142147,-0.6606998,0.9011787,real
-178.70657,131.97537,-23.089273,68.96018,-21.13242,22.344725,-11.402075,10.595704,-13.86466,1.8871679,-3.4241452,-10.563935,1.5166173,-7.238914,4.772458,-10.288541,6.7630973,-5.5458145,7.924174,-1.245792,real
-273.40744,187.67932,-21.16269,33.287235,5.263646,-9.304736,22.810879,-6.9789233,-19.830795,-0.9667932,-13.707838,-20.293726,-2.4171844,-10.054911,-11.874496,-0.7788236,-7.9630694,-3.2934937,6.3958635,-3.749982,real
-229.78705,106.11778,-12.838959,38.663784,-26.129297,-3.030427,-37.212715,-20.357645,-26.56836,-0.84921205,-21.077717,-19.892498,-1.8815355,-8.2572565,-0.21722826,-22.580765,-4.5149136,-6.8486204,-0.8443131,-7.0989485,real
-238.68518,121.206894,15.1067095,68.271126,-9.897649,33.727783,-11.943788,6.602188,-5.554749,-1.1435962,5.1935563,-6.947295,0.85875326,-11.671895,11.884398,-3.3128462,-0.9619993,-2.9951782,2.431825,1.0794338,real
-248.8698,99.511665,-12.948106,54.559532,-8.377455,-4.388918,-2.3741555,-0.19562806,-4.961944,-4.221637,-10.931868,-3.5504804,-1.3077086,-12.8165045,-6.2510333,-16.626245,-7.368247,-13.671789,-11.901471,-7.4887547,real
-235.60023,121.370705,-31.8007,40.491566,-35.53178,-6.161643,-32.101048,-23.21502,-15.106103,-6.926025,-16.103493,-11.681496,-10.88248,-10.643068,-5.4922266,-15.459943,0.5140313,-8.5313835,1.0963826,-6.6461954,real
-263.50525,136.4426,-24.963354,19.801098,-29.858976,2.1146536,-28.315365,-24.994022,-25.723007,-2.319212,-8.7349205,-17.372707,-10.713789,-3.5161512,-6.2482243,-14.854081,-2.3667243,-13.008493,2.3088927,-12.519445,real
-207.20676,115.1547,-23.167809,70.3511,0.036775347,20.160398,-33.888138,-8.031923,-16.279501,-1.5718466,2.6027153,-19.057503,3.8624787,-4.2147737,5.206606,-9.343252,-0.52045417,-5.7051187,-1.2608714,-3.3559155,real
-291.49335,117.2656,-1.8817931,25.755102,-3.3798401,-1.4271617,-40.647552,0.34917113,-22.098804,-8.8171425,-12.239951,-11.681225,1.7700317,-16.524944,3.696582,-14.566338,-6.4337564,-7.88239,-10.104153,-4.7378316,real
-295.50092,130.37936,-24.696087,51.799236,11.008769,2.5799742,-1.9856981,0.8125577,6.022456,-6.654971,8.660661,0.9176476,3.6371012,2.9615128,-1.2061703,5.511085,-2.4759407,-1.3885881,-0.66102827,-0.48856956,real
-195.40802,159.76666,-15.290001,46.96811,-12.434782,36.822132,-12.599717,10.93882,-26.768255,-4.646746,-4.301602,-9.012742,9.590644,-16.421368,14.534035,-10.686698,1.3390604,-5.1172347,-4.076126,-4.4458456,real
-214.27887,124.04555,-31.566477,49.989853,-38.639835,-9.748082,-19.73925,-20.789589,-19.801271,-4.654159,-12.261688,-14.121918,-11.996422,2.5435874,-0.8262541,-19.607655,2.9991596,-14.326395,-1.9904186,-12.019153,real
-258.91968,108.47583,-6.9158936,38.910538,-41.036232,-13.725472,-24.297375,-16.01824,-26.846376,-7.4939084,-17.609426,-6.637936,-8.551043,-6.3991585,-1.0343934,-23.732845,2.4356437,-11.189902,0.31275788,-10.43736,real
-187.87543,99.55831,-25.718792,35.37383,-51.67272,-1.6494097,-35.614468,-21.928015,-23.81402,9.979857,-11.912156,-13.526457,-0.82613593,-5.629816,-0.5893753,-23.34388,4.861543,-11.607209,-2.566871,-11.734948,real
-211.01709,117.31857,-36.950073,34.28398,-39.089516,-14.186598,-19.323738,-25.430073,-14.343545,-8.269895,-19.013224,-5.353311,-6.7531304,-0.9525368,-1.5058492,-21.851812,-2.2583761,-13.606998,-7.207901,-11.108352,real
-217.43036,136.93127,-42.390038,25.021917,-8.19311,-12.697476,-29.643585,11.034985,-26.554277,-1.1996335,-2.0065858,-15.457767,4.0707207,-14.954813,3.7204752,-7.041629,-4.177266,-5.1484528,-1.4387891,-7.319404,real
-223.55103,109.3023,-20.853868,51.75779,-9.373101,2.7788806,-4.1990147,-1.4711598,-9.391568,-7.123881,-8.164974,-9.204826,-2.1332786,-12.233196,-3.3912616,-16.58551,-8.663459,-8.192381,-13.454757,-7.0509048,real
-252.37375,124.36454,-29.680752,39.986397,-13.733086,3.210173,-11.365528,-3.3768408,-11.041641,-5.8564696,-12.898819,-5.2913,-2.3415241,-8.853441,2.8684666,-13.987194,-1.7732555,-7.526552,-4.2979755,-6.3025665,real
-157.9475,141.3948,-19.458828,43.6439,-24.046581,20.481295,-28.37392,6.262478,-17.030811,-0.023773653,-5.0577903,-12.914203,1.5158557,-5.707602,4.9900517,-10.7433605,2.7344463,-13.979718,1.4840494,-10.515249,real
-201.85966,137.73512,-48.857628,58.37533,-4.5110345,8.49779,5.53529,3.2785676,-4.134413,2.0941136,-13.147213,-2.2518137,4.866969,-8.971771,10.247094,-2.8484101,5.315886,0.10670811,4.165353,-0.3398017,real
-219.93765,117.28697,-11.17917,51.082638,-17.930492,20.937052,-13.538047,6.0714793,-19.83722,-9.938757,5.3180957,-10.197603,1.402385,-7.757881,9.433863,-9.220403,-1.7051262,-4.773999,-4.077771,-2.6234624,real
-204.217,158.7947,-13.893448,43.930477,-30.638487,22.277563,-17.990364,13.781816,-20.871992,0.027470851,6.138213,-9.433286,10.487304,-10.035478,17.761349,-13.187337,0.50307244,-6.8388877,-7.09141,0.77542543,real
-196.01991,150.96687,-21.699,58.17925,1.9284977,20.264332,2.278391,-11.704631,-7.2813034,-3.4340613,0.5523801,-16.153452,-3.3646483,-11.069525,-0.83285713,6.6704087,-0.8785141,-2.2843723,-3.6506379,3.209655,real
-258.41147,98.19244,-17.486092,35.785515,-27.341034,-17.674942,-41.457874,0.8219257,-23.035158,-15.861056,-15.705742,-10.784087,-7.8761983,-9.9664,1.5838187,-18.023708,0.22033183,-6.142029,1.7109967,-10.308901,real
-284.1691,149.44481,-12.051799,34.177383,2.440572,10.570096,-5.189986,17.200338,4.305561,2.3964322,7.4811697,4.3573337,12.38258,-4.606585,1.6111133,-3.822952,4.1585755,8.995931,1.6923419,0.87459767,real
-241.84875,113.630295,-48.07726,22.565685,-27.262976,-15.657141,-28.392294,-7.1711855,-10.846902,-0.9931111,-15.656837,-11.824488,-5.5506616,-2.5864034,-4.6021013,-20.667845,-2.2474465,-13.961185,2.4340682,-5.646549,real
-354.15182,73.35418,-6.389939,51.759518,-0.37460074,-15.931326,-16.015839,-13.749523,-12.555539,-12.514065,-8.161059,-17.411999,-5.608348,-9.614375,-11.38595,-7.2175727,-10.974061,-6.8051753,-12.5832405,-7.150053,real
-240.88596,88.83816,-18.101898,45.101105,-39.65496,-0.6698732,-47.38665,-10.374127,-32.398167,-1.9062386,-9.844346,-13.905255,-7.8972783,-7.7923923,4.1891527,-26.448792,3.9084399,-13.412973,-0.8167719,-13.279842,real
-273.62393,135.28145,14.89248,49.192028,-0.24324054,12.785692,-11.6796665,3.624638,-2.5606375,-3.444033,3.8510685,-5.170246,-2.1711931,-13.067725,3.7195976,-5.8889966,-8.434308,-1.4094665,-2.8471012,-4.272476,real
-254.30186,106.67664,-36.230984,37.05301,-44.09051,-6.581102,-36.540783,-9.56733,-24.05006,0.13398302,-18.064901,-15.234179,-3.4060185,-13.199471,-4.698972,-19.337076,0.2870195,-14.866382,1.9377468,-9.51853,real
-301.53003,97.858925,-47.553352,54.889565,-14.816915,21.807486,-9.317227,6.9389052,-6.409497,16.95792,21.544128,5.623226,8.035982,-1.3030908,13.767362,5.029463,13.017024,-4.50038,9.184662,11.520934,real
-314.33295,185.66055,-20.13827,18.559307,23.677492,-21.917955,6.7023044,7.4020295,-16.419924,6.054826,5.24999,-5.7519107,5.84799,-4.429688,-6.4172645,10.189216,-1.2007002,-6.503372,6.8057265,-0.8777622,real
-193.19868,151.1755,-33.869316,52.912514,-21.4733,4.415987,-19.93057,-6.124677,5.179442,-23.469973,11.171887,-8.022114,-7.6535554,-11.419342,-15.916118,3.216969,-8.825078,-12.656312,-6.3242064,-4.1254396,real
-151.9311,125.095825,-45.37903,82.18834,-26.208496,43.638107,-7.8185215,17.164686,11.4742565,1.6426306,15.934959,-3.5099783,15.071382,-3.9605265,8.992255,-0.14265865,2.4931285,3.571016,0.63035095,3.317708,real
-199.35915,151.72476,-58.29184,33.480495,-33.093067,-23.210203,-24.379238,-20.479933,-17.008165,2.588511,-18.633118,-6.661057,-5.7557287,-8.040028,-2.3516989,-21.714157,-1.6601238,-11.070292,-1.9384776,-11.069442,real
-222.36449,132.97522,-22.69014,65.31315,9.694006,9.482895,-4.2414584,7.855478,-12.812666,1.2118999,-6.2555184,-3.6549792,3.0387447,-13.544979,6.9828644,-3.1342537,-2.1573517,-1.2754352,7.07556,-2.2147863,real
-197.67992,115.419655,-28.51738,75.01389,-10.038995,29.691027,-24.772675,19.426292,-21.256634,-3.2587848,-9.5939245,-13.73233,10.969107,-20.515926,16.82173,-9.944839,0.13534941,-4.662286,-0.19995898,-3.3125222,real
-276.04337,83.16819,-26.492056,56.314224,-35.677788,-2.7309654,-37.414417,-9.765753,-30.814184,-5.3612714,-18.17942,-15.183394,-7.10194,-11.613638,0.5404044,-28.620422,-3.1352756,-15.564408,-1.0032357,-6.596894,real
-207.81982,129.62813,-41.92454,40.5825,-18.628832,-1.7457728,-4.2245665,1.061605,-0.9275196,-3.167176,-5.2774587,-13.401639,-2.2168229,-15.214257,-8.549703,-13.795696,-11.2679825,-6.362005,-14.112835,-7.9007864,real
-246.13896,104.1552,-28.053427,33.63821,-36.775684,-2.7133646,-41.3791,-8.323899,-16.720192,0.14413607,-17.67273,-6.456731,-6.9243145,-10.012925,1.6780831,-24.661812,2.6293266,-18.102406,-5.5101013,-9.348294,real
-240.64285,154.89357,-23.580942,51.021805,-0.93224794,19.312899,11.66703,-2.5551844,-1.1049669,-4.1415052,7.1747212,1.7646477,10.923544,-1.5925595,2.1847994,4.7273765,-2.391502,5.563033,0.51866686,0.2695255,real
-144.07764,136.03958,-58.874226,28.644413,-23.899616,18.819418,-19.804848,14.089014,-23.104689,4.2534194,-1.1983104,-20.184334,-3.0771403,-20.708239,5.370317,-19.88719,-4.452875,-7.1923766,-7.807723,-2.222071,real
-213.94884,92.43208,-15.19223,56.3402,-42.15557,-4.0427814,-37.18601,-18.996637,-16.53343,1.0411837,-17.766548,-12.633202,-2.1968918,-6.8601995,2.4735248,-20.792356,1.0188222,-11.557133,-4.397753,-11.63204,real
